id|producto|precio_de_venta|0|cantidad|costo_compra|provedor|grupo|multiusos|cantidad_productos_por_paquete|
742|canelitas 224g|23|7501030418542|-1|0|marinela|1°producto||1|
743|polvorones 310g|23|7501030418559|0|0|marinela|1°producto||1|
744|mini chocorrol 28g|5|7501030419020|-8|0|marinela|1°producto||1|
745|mini gansito 24g|5|7501030419037|-7|0|marinela|1°producto||1|
746|papatinas chiles 25g|8|7501030419464|9|0|barcel|1°producto||1|
747|doners 120g|15|7501030420262|0|0|bimbo|1°producto||1|
748|minimantecadas vainilla 70g|10|7501030420286|0|0|bimbo|1°producto||1|
749|mantecadas con chispas 190g|18|7501030420859|-1|0|bimbo|1°producto||1|
750|favoritas 155g|12|7501030421450|0|0|tia rosa|1°producto||1|
751|barritas mini 48g|5|7501030423607|-8|0|marinela|1°producto||1|
752|tostadas de maiz 309g|15|7501030423911|1|0|bimbo|1°producto||1|
753|multi grano nuez 34g|8|7501030424345|2|7.2||1°producto||1|
754|takis fuego 56g|12|7501030424536|991|9|barcel|1°producto||1|
755|besitos con nues 100g|10|7501030424543|0|0|lara|1°producto||1|
756|galleta pingûino|5|7501030425953|4|4.5|marinela|1°producto||1|
757|pikaros|2|7501030426264|0|0||1°producto||1|
758|mini pay piña 110g|15|7501030426905|998|13.5|marinela|1°producto||1|
759|mini pay de nuez 96g|15|7501030426912|-2|0|marinela|1°producto||1|
760|barritas doble fresa 110g|14|7501030427940|1000|12.6|marinela|1°producto||1|
761|sponch chocolate 120g|15|7501030429029|2|13.5|marinela|1°producto||1|
762|panquesito gota cho|15|7501030429272|2|13.5||1°producto||1|
763|gansito galleta 43g|5|7501030430155|0|0|marinale|1°producto||1|
764|suavicremas vainilla 102g|10|7501030431183|998|7.2|marinela|1°producto||1|
765|suavicremas fresa 102g|10|7501030431190|996|7.2|marinela|1°producto||1|
766|suavicremas chocolate 102g|10|7501030431206|998|7.2|marinela|1°producto||1|
767|tarta fr 8p|15|7501030431282|2|13.5||1°producto||1|
768|polvorones 166.5g|13|7501030431305|1|11.7|marinela|1°producto||1|
769|tortillinas del hogar 220g|10|7501030431817|3|9||1°producto||1|
770|napolitano 150g|17|7501030433453|0|0|marinela|1°producto||1|
771|salmas horneadas|12|7501030433927|1|10.8||1°producto||1|
772|trikitrakes litte bites 90g|10|7501030452577|-2|9||1°producto||1|
773|polvorones bites 90g|10|7501030452775|0|0|marinela|1°producto||1|
774|canelitas 120g|13|7501030454656|999|11.7|marinela|1°producto||1|
775|mantecada chocolate 142.5g|17|7501030456124|-1|0|tia rosa|1°producto||1|
776|mobi rocko 45g|5|7501030456971|-6|4.5||1°producto||1|
777|doraditas 58g|5|7501030457008|0|0|tia rosa|1°producto||1|
778|triki-trakes tubo 245g|22|7501030457145|2|19.8|marinela|1°producto||1|
779|polvorones tubo 345g|22|7501030457152|1000|19.8|marinela|1°producto||1|
780|canelitas tubo 249g|22|7501030457169|2|19.8|marinela|1°producto||1|
781|principe tubo 227g|22|7501030457176|1000|19.8|marinela|1°producto||1|
782|barritas maxitubo piña 222g|22|7501030457183|1000|19.8|marinela|1°producto||1|
783|barritas maxitubo fresa 222g|23|7501030457190|1|19.8|marinela|1°producto||1|
784|saladas clasicas 233g|13|7501030458883|0|0|lara|1°producto||1|
785|galletas principe choco|14|7501030462859|2|11.7||1°producto||1|
786|hotkis 50g|5|7501030463665|10|4.1||1°producto||1|
787|deliciosas chocochispas 230g|12|7501030463719|-1|0|lara|1°producto||1|
788|deliciosas|12|7501030463726|0|0|lara|1°producto||1|
789|deliciosas 230g|12|7501030463733|-2|0|lara|1°producto||1|
790|deliciosas 130g|12|7501030463740|0|0|lara|1°producto||1|
791|rebanadas chocolate|5|7501030469681|3|4.5||1°producto||1|
792|litte bites 79g|10|7501030469827|10|8.2|bimbo|1°producto||1|
793|panera oreja|1|7501030470236|22|0.9||1°producto||1|
794|bimbuñuelos|16|7501030472698|2|13.12||1°producto||1|
795|tartinas fresa 78g|10|7501030473817|0|0|tia rosa|1°producto||1|
796|principe limon 105g|14|7501030473824|3|11.7|marinela|1°producto||1|
797|donas azuc 6pz 158g|16|7501030474227|-2|13.12||1°producto||1|
798|leche gancito 236ml|10|7501030475132|0|0|marinela|1°producto||1|
799|mini chocorrol 30g|5|7501030475224|8|4.5||1°producto||1|
800|mantecadas nuez6p|18|7501030475514|1|16.2||1°producto||1|
801|mantecadas vain 6p|20|7501030475521|-2|16.41||1°producto||1|
802|totopos chilaquiles 280g|22|7501030480778|0|0|milpareal|1°producto||1|
803|valentones 175g|23|7501030482055|1|19.8|marinela|1°producto||1|
804|chicharrones con twist 25g|10|7501030486077|0|8|barcel|1°producto||1|
805|canapinas 140g|13|7501030490388|0|0|lara|1°producto||1|
806|deliciosas 80g|7|7501030490418|-1|0|lara|1°producto||1|
807|deliciosas 75g|7|7501030490463|0|0|lara|1°producto||1|
808|polvorones 111g|14|7501030490951|-3|0|marinela|1°producto||1|
809|canelitas 90g|14|7501030491644|10|11.76|marinela|1°producto||1|
810|pan tostado integral|22|7501030491668|1|19.8||1°producto||1|
811|pepsi 400ml|7|7501031302741|999|6.3|pepsi|1°producto||1|
812|manzanita 355ml|6|7501031302802|1|0|manzanita|1°producto||1|
813|pepsi kick 500ml|12|7501031304493|1000|10.8|pepsi|1°producto||1|
814|sangria casera 3Lts|31|7501031305957|1|25.2||1°producto||1|
815|jumex fresh citricos 600ml|12|7501031307210|8|9.9|jumex|1°producto||1|
816|jumex fresh uva 600ml|12|7501031307227|1011|9.9|jumex|1°producto||12|
817|jumex fresh conga 600ml|12|7501031307241|1|9.9|jumex|1°producto||1|
818|jumex fresh citricos 2lt|23|7501031307258|-1|18.9|jumex|1°producto||1|
819|jumex fresh uva 2lt|23|7501031307265|995|18.9|jumex|1°producto||1|
820|jumex fresh conga 2lt|23|7501031307289|1|18.9|jumex|1°producto||1|
821|jumex fresh citricos 3lt|28|7501031307296|1001|24.3|jumex|1°producto||4|
822|jumex fresh citricos naranja 400ml|8|7501031307678|-3|0|pepsi|1°producto||1|
823|jumexfresh 400ml uva|8|7501031307685|4|0|pepsi|1°producto||12|
824|jumex fresh conga 400ml|8|7501031307708|4|0|pepsi|1°producto||12|
825|pepsi  600ml|13|7501031310012|0|10.8||1°producto||1|
826|pepsi 3lt|31|7501031310098|3|25.2|pepsi|1°producto||1|
827|pepzi 355ml|6|7501031310241|-12|0|pepsi|1°producto||1|
828|pepsi lata 355ml|13|7501031311309|14|9|pepsi|1°producto||1|
829|pepsi clasica 2L|24|7501031311606|9|0|pepsi|1°producto||1|
830|pepsi 1.5lt|16|7501031311682|9|14.4|pepsi|1°producto||1|
831|7up 600ml|11|7501031322558|7|9.9|pepsi|1°producto||1|
832|7up 3lt|27|7501031322589|5|24.3|pepsi|1°producto||1|
833|7up lata 355ml|12|7501031323302|16|9|pepsi|1°producto||6|
834|7up 2lt|24|7501031323401|-3|0|pepsi|1°producto||1|
835|mirinda 600ml|13|7501031345052|1002|9.9|pepsi|1°producto||12|
836|mirinda 3lt|31|7501031345083|997|24.3|pepsi|1°producto||1|
837|mirinda 355ml|6|7501031345182|-6|0|pepsi|1°producto||1|
838|mirinda lata 355ml|12|7501031346301|11|9|pepsi|1°producto||1|
839|mirinda 2lt|24|7501031346608|-7|0|pepsi|1°producto||1|
840|manzanita sol 600ml|13|7501031360024|-16|9.9|pepsi|1°producto||1|
841|manzanita sol 3lt|31|7501031360048|996|24.3|pepsi|1°producto||1|
842|manzanita sol lata 355ml|13|7501031360130|5|9|pepsi|1°producto||1|
843|manzanita 2lt|24|7501031360161|-6|0|pepsi|1°producto||1|
844|manzanita 400ml|6|7501031360307|-6|0|pepsi|1°producto||1|
845|yogur con cerial(fresa.chococrispis)|10|7501032332013|1|0|danone|1°producto||1|
846|benegastro 240g|11|7501032397869|1001|9|danone|1°producto||1|
847|danup fresa 350g|12|7501032397906|998|10.8|danone|1°producto||1|
848|danonino|4|7501032397944|0|0|danone|1°producto||1|
849|danup piña coco 350g|12|7501032397968|999|10.8|danone|1°producto||1|
850|danup cookies|13.5|7501032397975|0|0|danup|1°producto||1|
851|activia fresa 225g|11|7501032398071|1|9.10|danone|1°producto||1|
852|activia ciruela pasa 225g|10|7501032398255|1002|9|danone|1°producto||1|
853|danone yoghurt drzno 220g|10|7501032398484|1002|8.1|danone|1°producto||1|
854|danone yogurt manzana 220g|9|7501032398491|999|8.1|danone|1°producto||1|
855|danone yogurt fresa 220g|10|7501032398576|1000|8.1|danone|1°producto||1|
856|danup fresa 220g|9|7501032398583|1000|8.1|danone|1°producto||1|
857|danupcookies220g|10.5|7501032398637|4|0|danup|1°producto||1|
858|caribe durazno 300ml|16|7501032485016|4|14.4|caribe|1°producto||1|
859|caribe tinto 300ml|16|7501032485023|2|14.4|caribe|1°producto||1|
860|caribe mango/piña  300ml|18|7501032485030|5|16.2||1°producto||1|
861|caribe fresa 300ml|18|7501032485047|5|16.2|caribe|1°producto||1|
862|caribe manzana kiwi 300ml|18|7501032485054|4|16.2|caribe|1°producto||1|
863|caribe maracuya 300ml|18|7501032485061|1000|16.2|caribe|1°producto||1|
864|caribe arandano  300ml|18|7501032485238|4|16.2||1°producto||1|
865|caribe limon  300ml|18|7501032485382|3|16.2||1°producto||1|
866|mateqilla iberia 90g|10|7501032600686|0|8|iberia|1°producto||1|
867|crema vagetal kg|25|7501032602482|0|20|gina|1°producto||1|
868|raid max|62|7501032903596|1|55.8||1°producto||1|
869|glade odisea azul 70g|17|7501032913038|1|15.3||1°producto||1|
870|glade frutos rojos 70g|17|7501032913243|2|15.3||1°producto||1|
871|raid 400ml|50|7501032925956|1|45||1°producto||1|
872|color fiel negro 60ml|10|7501032940102|3|9||1°producto||1|
873|color fiel cafe 60ml|10|7501032940300|4|9||1°producto||1|
874|fabuloso 500ml|16|7501035906464|3|14.4||1°producto||1|
875|fabuloso lavanda 1L|27.5|7501035910034|2|23.9|dicorsa|1°producto||1|
876|fabuloso mar fresco 1L|27.5|7501035910041|2|23.9|dicorsa|1°producto||1|
877|fabuloso 1Lt|27.5|7501035910096|-1|22.5||1°producto||1|
878|papel higienico regio 4pz|27|7501036619233|0|0|regio|1°producto||1|
879|buscapina 250mg|2|7501037908534|0|1.3|buscapina|1°producto||1|
880|aceite nutrioli 850ml|32|7501039121610|1000|28.8|casa vargas|1°producto||1|
881|aceite ave 850ml|26.5|7501039122105|-2|0|ave|1°producto||1|
882|atun aceite 140g|14.5|7501045401195|0|0|dorado|1°producto||1|
883|sardina dolores 425g|33|7501045403281|0|0|dolores|1°producto||1|
884|atun dolores 133g|14|7501045403908|3|12.6||1°producto||1|
885|xx 1.2L|38|7501049912215|-1|0|XX|1°producto||1|
886|XX laton 473ml|20|7501049912284|15|0|indio|1°producto||24|
887|sol michelada 473ml|20|7501049917272|-10|0|sol|1°producto||1|
888|sol clamato 473ml|20|7501049967062|-24|0|sol|1°producto||1|
889|heineken 473ml|22|7501049999360|18|0|heineken|1°producto||24|
890|heiniken 1L|38|7501049999469|0|0|heiniken|1°producto||1|
891|cafe legal 30g|7|7501052410111|-6|3||1°producto||1|
892|cafe legal 100g|36|7501052411118|0|0|legal|1°producto||1|
893|cafe legal 50g|15|7501052411804|1|13.5||1°producto||1|
894|la sierra frijoles b/ negros 430gr|12|7501052420165|7|10.8|la sierra|1°producto||1|
895|la sierra frijoles refritos 430gr|16|7501052420172|2|10.8|la sierra|1°producto||1|
896|frijo/bayos sierra refritos/chip 440g|14|7501052420240|1|12.6||1°producto||1|
897|la sierra frijoles refritos lata 580gr|14|7501052420431|2|12.6|la sierra|1°producto||1|
898|frijoles/bayos refritos color 400g|12|7501052421186|3|10.8||1°producto||1|
899|la sierra frijoles peruanos 430gr|12|7501052421254|2|10.8|la sierra|1°producto||1|
900|frijoles la sierra bayos lata 440gr|12|7501052424033|2|10.8|la sierra|1°producto||1|
901|frijoles/enteros bayos 560g|16|7501052424613|-2|14.4||1°producto||1|
902|la sierra frijoles charros lata310gr|17|7501052424620|1000|15.3|la sierra|1°producto||1|
903|ensalada de verduras 410gr|11|7501052471075|3|9.9|clemente|1°producto||1|
904|catsup|16|7501052472102|0|13|clemente|1°producto||1|
905|catsup 220g|11|7501052472195|0|9|clemente|1°producto||1|
906|mermelada fresa 270gr|26|7501052474069|6|23.4|clemente|1°producto||1|
907|mermelada chabacano 270gr|26|7501052474144|3|23.4|clemente|1°producto||1|
908|mermelada zarzamora 270gr|26|7501052474236|3|23.4|clemente|1°producto||1|
909|mermelada frambuesa 270gr|26|7501052474335|3|23.4|clemente|1°producto||1|
910|vinagre|14|7501052475011|0|10|clememte|1°producto||1|
911|chipotles clemente 220g|19|7501052476308|0|16|sabormex|1°producto||1|
912|mitades de durazno 820gr|37|7501052477107|3|33.3|clemente|1°producto||1|
913|trozitos de durazno 425gr|24|7501052477121|1000|21.6|clemente|1°producto||1|
914|rebanadas de piña almibar 800gr|32|7501052477206|2|28.8|clemente|1°producto||1|
915|viña real durazno|18|7501053670507|1000|16.2|viña|1°producto||1|
916|viña real kiwi|18|7501053670545|1000|16.2|viña|1°producto||1|
917|viña real fresa sandia|18|7501053670569|1000|16.2|viña|1°producto||1|
918|coca-cola menos azucar lata 355ml|13|7501055300075|1000|11.7|coca|1°producto||1|
919|coca retornable 1.25Lts|20|7501055300952|-21|15.3|coca|1°producto||8|
920|coca vidrio 500ml desechable|10|7501055302086|-5|0|coca|1°producto||12|
921|fanta piña 2lt|23|7501055302277|0|0|coca|1°producto||1|
922|coca-cola 1lt|21|7501055302451|-5|17.1|coca|1°producto||12|
923|coca-cola 2lt|29|7501055302925|-1|27|coca|1°producto||1|
924|fanta naranja 600ml|11|7501055303779|1000|9.9|coca|1°producto||1|
925|fresca 600ml|12|7501055303786|-2|0|coca|1°producto||1|
926|fresca 2lt|23|7501055303885|-3|0|coca|1°producto||1|
927|coca-cola 3lt|42|7501055304745|-24|34.2|coca|1°producto||8|
928|fresca 3lt|30|7501055304813|0|0|coca|1°producto||1|
929|ciel mineralizada 600ml|11|7501055308248|1000|9.9|coca|1°producto||1|
930|coca-cola retornable 2.5lt|27|7501055310227|-23|21.6|coca|1°producto||8|
931|fanta uva 3lt|27|7501055317462|1000|24.3|coca|1°producto||1|
932|fanta tuti-fruti 2lt|23|7501055318513|1000|18.9|coca|1°producto||1|
933|coca 400ml|8|7501055328345|1|0|coca|1°producto||1|
934|del vallefrut 3lt|31|7501055330812|0|0|coca|1°producto||1|
935|del valle mango 1lt|20|7501055333844|998|18.9|del valle|1°producto||1|
936|del valle durazno 1lt|20|7501055333851|996|18.9|del valle|1°producto||1|
937|del valle manzana 1lt|21|7501055333868|999|18.9|del valle|1°producto||1|
938|munded 600|12|7501055339983|-7|0|coca|1°producto||1|
939|sidral mundet 2lt|24|7501055340002|-2|21.6|coca|1°producto||1|
940|sidral mundet 3lt|27|7501055340422|1000|24.3|coca|1°producto||1|
941|coca 250ml|8|7501055355310|-25|0|coca|1°producto||12|
942|fuzetea te verde 600ml|13|7501055358892|1000|11.7|coca|1°producto||1|
943|coca lata 355mll|14|7501055361540|995|11.7|coca|1°producto||1|
944|leche alpura clasica|22|7501055900039|6|19.8||1°producto||1|
945|alpura semi 1lt|24|7501055900046|14|21.6||1°producto||1|
946|leche alpura vaqui choco 1l|24|7501055900060|3|21.6|alpura|1°producto||1|
947|leche alpura vaqui fresa 1l|24|7501055900077|3|21.6|alpura|1°producto||1|
948|leche alpura vaqui vainilla 1l|24|7501055900084|1|21.6|alpura|1°producto||1|
949|alpura yogur de fresa 1L|30|7501055900206|0|0|alpura|1°producto||1|
950|ALPURA YOGUOR NATURAL 900ML|30|7501055900237|0|0|alpura|1°producto||1|
951|alpura deslactosada 1lt|23|7501055901425|1|20.7||1°producto||1|
952|frutal durazno 1lt|24|7501055903795|0|0|alpura|1°producto||1|
953|frutal fresa 225ml|10|7501055905836|0|0|alpura|1°producto||1|
954|crema|14|7501055909520|-2|0|alpura|1°producto||1|
955|crema 450g|28|7501055909537|-3|25|alpura|1°producto||1|
956|leche vaquita chocolate 250ml|9|7501055909575|998|8.1|alpura|1°producto||1|
957|leche vaquita fresa 250ml|9|7501055909582|0|8.1|alpura|1°producto||1|
958|leche vaquita vainilla 250ml|9|7501055909599|999|8.1|alpura|1°producto||1|
959|yougurt 125g|6.5|7501055912414|-1|4|alpura|1°producto||1|
960|yogurt mango 125g|6.5|7501055912452|0|4|alpura|1°producto||1|
961|yogur alpura piñacoco 125g|6|7501055912513|1000|5|alpura|1°producto||1|
962|cremas ponds 50g|40|7501056325442|2|36||1°producto||1|
963|paleta bubaloo fresa|5|7501056900151|-3|4.5||1°producto||1|
964|leche carnation nestle 360gr|16|7501058611062|6|14.4|nestle|1°producto||1|
965|gerber junior manzana 110gr|11|7501058614322|1000|9.9|nestle|1°producto||1|
966|lechera bote 387g|26|7501058617873|0|18||1°producto||1|
967|la lechera nestle bolsa 90gr|13|7501058620750|13|11.7|nestle|1°producto||1|
968|nan 1 360g|144|7501058625182|0|0|nestle|1°producto||1|
969|nan 2|127|7501058625199|0|0|nestle|1°producto||1|
970|nesquik 80gr|13|7501058625908|1|11.7|nestle|1°producto||1|
971|trix 80gr|12|7501058626721|1|10.8|nestle|1°producto||1|
972|crunch cookis cream|11|7501058626899|2|9.9||1°producto||1|
973|nescafe capuchino20g|11|7501058629128|-2|0|nescafe|1°producto||1|
974|nidal bebe 120g|23.5|7501058629708|-1|0|nestle|1°producto||1|
975|fitnes chocolate|8|7501058630179|2|7.2||1°producto||1|
976|carlos v normal|8|7501058638083|10|7.2||1°producto||1|
977|carlos V 34g|10|7501058638113|-6|8|carlos v|1°producto||1|
978|kitkat snax 32g|14|7501058644121|0|0|kitkac|1°producto||1|
979|crunch snax 35g|14|7501058644169|0|0|cruch|1°producto||1|
980|pureza vital nestle 1.5l|8|7501059200777|5|7.2|nestle|1°producto||1|
981|la lechera nestle lata 100gr|11|7501059211209|1000|9.9|nestle|1°producto||1|
982|crunch normal|11|7501059223905|6|9.9||1°producto||1|
983|crunch crisp|11|7501059239036|4|9.9||1°producto||1|
984|la lechera nestle botella 335gr|22|7501059278868|1000|19.8|nestle|1°producto||1|
985|chocolate morelia 155gr|18|7501059289239|1000|16.2|morelia|1°producto||1|
986|chocolate crunch 9g|2.5|7501059289253|0|0|cruch|1°producto||1|
987|chocolata abue barra|3|7501059292147|25|2.7||1°producto||1|
988|agüitas nestle manzana 300ml|5|7501059295254|22|4.5|nestle|1°producto||1|
989|agüitas nestle uva 300ml|5|7501059295315|2|4.5|nestle|1°producto||1|
990|pureza vital nestle 300ml|5|7501059295551|1000|4.5|nestle|1°producto||1|
991|agüitas nestle fresa 300ml|5|7501059295612|1|4.5|nestle|1°producto||1|
992|larin avellana|15|7501059299429|4|10||1°producto||1|
993|larin almen|15|7501059299436|4|10||1°producto||1|
994|larin nuez|15|7501059299443|3|10||1°producto||1|
995|tecate titanium 473ml|20|7501061600749|-1|0|indio|1°producto||1|
996|tecate original 1.2l|35|7501061668930|-1|0|indio|1°producto||1|
997|tecate ligth 1.2L|35|7501061679202|-1|1|indio|1°producto||1|
998|indio 473ml|18|7501061696988|1019|0|indio|1°producto||24|
999|chipotles 210g|19|7501062700622|0|0|la morena|1°producto||1|
1000|corona mega 1.2L|35|7501064101205|16|28.8|corona|1°producto||24|
1001|corona light lata 355ml|16|7501064107153|1000|14.4|corona|1°producto||1|
1002|modelo especial lata 355ml|18|7501064112546|985|14.4|corona|1°producto||1|
1003|leon 1.2Lt|35|7501064173202|4|0|corona|1°producto||12|
1004|corona  355ml|16|7501064190711|5|14.4||1°producto||1|
1005|modelo especial laton 473ml|19|7501064191886|-13|0|corona|1°producto||1|
1006|victoria botella 1.2L|35|7501064191909|-26|28.8||1°producto||1|
1007|corona extra laton 473ml|19|7501064193859|-7|15.3|corona|1°producto||1|
1008|victoria laton 473ml|19|7501064194139|4|15.3||1°producto||1|
1009|modelo negra lata 355ml|18|7501064196935|992|15.3|corona|1°producto||1|
1010|cerveza michelob ultra 355ml|18|7501064198168|9|16.2|corona|1°producto||1|
1011|victoria chamoy lata|21|7501064199769|-8|0|corona|1°producto||1|
1012|mejoralito 30 tabletas|3|7501064560194|0|0|mejoralito|1°producto||1|
1013|detergente ariel 250g|11.5|7501065908841|0|0|ariel|1°producto||1|
1014|harina de arroz 250g|10.5|7501069210766|0|0|tres estrellaz|1°producto||1|
1015|squirt 2lt|21|7501071120077|1000|18.9|pepsi|1°producto||1|
1016|squirt 600ml|11|7501071120183|998|9.9|pepsi|1°producto||1|
1017|squirt 3lt|30|7501071120305|0|0|squirt|1°producto||1|
1018|squirt 2.5L|26|7501071120411|8|0|peñafiel|1°producto||1|
1019|clorox 500ml|9|7501071900112|4|8.1||1°producto||1|
1020|clorox 1lt|15|7501071900129|5|13.5||1°producto||1|
1021|poett bosque de bambù|15|7501071903137|1|13.5||1°producto||1|
1022|clorox color|26|7501071903878|2|23.4||1°producto||1|
1023|peñafiel  2Lts|21|7501073800908|5|18.9||1°producto||1|
1024|peñafiel natural 600ml|12|7501073830509|8|9.9|coca|1°producto||1|
1025|peñafiel twist|12|7501073831469|1012|9.9|peñafiel|1°producto||12|
1026|ginger ale schweppers 600ml|12|7501073833722|14|10.8|coca|1°producto||1|
1027|schweppes ginger 1L|15|7501073833739|3|13.5||1°producto||1|
1028|peña fiel naranjada 600ml|11|7501073839854|4|9.9||1°producto||1|
1029|peñafiel limonada 600ml|12|7501073839885|996|9.9|coca|1°producto||1|
1030|peñafiel limon 2lt|23|7501073839892|0|0|peñafiel|1°producto||1|
1031|peñafiel sifon 1.75lt|22|7501073840843|-2|0|peñafiel|1°producto||1|
1032|peñafiel fresada 600ml|12|7501073841253|0|0|peñafiel|1°producto||1|
1033|peñafiel piñada 600ml|12|7501073841925|9|9.9|coca|1°producto||1|
1034|peña fiel mangada 600ml|12|7501073842670|1000|9.9|coca|1°producto||1|
1035|peñafiel manzana 2lt|23|7501073843189|0|0|peñafiel|1°producto||1|
1036|sopa fideo italpasta 200g|6.5|7501079011117|0|0|moderna|1°producto||1|
1037|del fuerte pure de tomate 210gr|7|7501079702817|17|6.3|del fuerte|1°producto||1|
1038|vinagre blanco 1.05lt|14|7501083100029|5|12.6|la costeña|1°producto||1|
1039|vinagre de manzana barrilito 750ml|16|7501083100036|6|14.4|barrilito|1°producto||1|
1040|encendedor tokai|12|7501086106929|-5|10|tokai|1°producto||1|
1041|epura 2lt|15|7501086800636|2|13.5|epura|1°producto||1|
1042|agua epura 1.5lt|13|7501086801015|-4|0|epura|1°producto||1|
1043|agua e pura 1l|11|7501086801046|-15|9|epura|1°producto||1|
1044|agua epura 10.1lt|35|7501086801077|-1|0|epura|1°producto||1|
1045|e-pura  600ml|8|7501086801121|-3|7.2||1°producto||1|
1046|agua epura 5lt|25|7501086801138|-1|0|epura|1°producto||1|
1047|sopa vesta fideo mediano 160gr|5|7501092604518|1|4.5|vesta|1°producto||1|
1048|sal de uvas picot 2.485g|5|7501095467264|-1|3|picot|1°producto||1|
1049|kola loka2g|22|7501102610003|-2|0|kola loka|1°producto||1|
1050|kola loka brocha 5g|27|7501102614322|8|20|kola loka|1°producto||1|
1051|sal 1kg|12.5|7501118342103|0|0|salsol|1°producto||1|
1052|guantes latex|16|7501123300020|9|14.4||1°producto||1|
1053|cactus uva verde 500ml|8|7501124500184|10|0|bonafont|1°producto||1|
1054|cactus manzana 500ml|8|7501124500351|10|0|bonafont|1°producto||1|
1055|cactus piña 500ml|8|7501124500375|10|0|bonafont|1°producto||1|
1056|electrolito fresa 525ml|20|7501125104268|8|0|bonafont|1°producto||1|
1057|electrolito suero naranja mandarina 625ml|20|7501125104688|8|0|bonafont|1°producto||1|
1058|mucoangin 20g|10|7501165011434|0|0|mucoangil|1°producto||1|
1059|canada dry 1L|15|7501198350104|3|13.5||1°producto||1|
1060|mascolor|20|7501199413006|2|18||1°producto||1|
1061|flan vainilla pronto 136g|12|7501200480515|0|0|pronto|1°producto||1|
1062|gelatina pronto fresa 84gr|11|7501200482120|3|9.9|pronto|1°producto||1|
1063|gelatina pronto limon 84gr|11|7501200482137|2|9.9|pronto|1°producto||1|
1064|gelatina pronto naranja 84gr|11|7501200482144|3|9.9|pronto|1°producto||1|
1065|gelatina pronto piña 84gr|11|7501200482151|3|9.9|pronto|1°producto||1|
1066|gelatina pronto uva 84gr|11|7501200482168|2|9.9|pronto|1°producto||1|
1067|harina hotcakes 350g|16|7501200483127|6|14.4||1°producto||1|
1068|jarabe maple 250ml|18|7501200484087|5|16.2|la sierra|1°producto||1|
1069|vaso traslucido 50 pzs|20|7501219111929|0|16|primo|1°producto||50|
1070|platos desechables 20p|12|7501219112551|40|10.8|la sierra|1°producto||20|
1071|rizador 90pzs|20|7501229301020|0|0|rizador|1°producto||1|
1072|los patitos 1lt|12|7501268200025|3|10.8||1°producto||1|
1073|los patitos 500ml|7|7501268200032|4|6.3||1°producto||1|
1074|leche entera santa clara 1l|24|7501295600126|-3|19.8|santa clara|1°producto||1|
1075|santa clara light 1L|24|7501295600140|2|0|coca|1°producto||6|
1076|santaclara deslactosada 1lt|23|7501295600157|8|20.7||1°producto||1|
1077|santa clara chocolate 200ml|10|7501295600614|10|0|coca|1°producto||1|
1078|santa clara capuccino 200ml|10|7501295600638|9|0|coca|1°producto||1|
1079|santa clara vainilla 200ml|10|7501295600713|10|0|coca|1°producto||1|
1080|vaso de unicel 25 pzs|10.5|7501431261105|4|8|casa vargas|1°producto||1|
1081|plato pozolero 20pzs|9|7501431263215|0|5.5|convermex|1°producto||1|
1082|jarrito naranja 2lt|20|7501441604114|-4|0|pepsi|1°producto||1|
1083|jarritos/piña  2Lts|20|7501441604121|-2|19.8||1°producto||1|
1084|jarrito tamarindo 2lt|20|7501441604213|995|19.8|pepsi|1°producto||1|
1085|jarrito durazno 2L|20|7501441604220|9|0|pepsi|1°producto||1|
1086|jarrito grosella 2L|20|7501441604251|7|0|pepsi|1°producto||1|
1087|jarrito rojo 2lt|20|7501441604411|4|19.8|pepsi|1°producto||1|
1088|jarrito mandarina 600ml|11|7501441610115|1000|9.9|pepsi|1°producto||1|
1089|jarrito rojo 600ml|11|7501441610412|1000|9.9|pepsi|1°producto||1|
1090|jarrito toronjita 2lt|20|7501441611112|-7|19.8|pepsi|1°producto||1|
1091|jarrito mandarina 3lt|28|7501441615110|1000|24.3|pepsi|1°producto||1|
1092|jarrito tamarindo 3lt|28|7501441615219|4|25.2|pepsi|1°producto||1|
1093|jarrito rojo 3lt|28|7501441615417|0|25.2|pepsi|1°producto||1|
1094|sangria 2lt|24|7501505630028|-5|0|pepsi|1°producto||1|
1095|sangria casera lata355ml|12|7501505630035|-7|0|pepsi|1°producto||1|
1096|sangria casera 600ml|13|7501505630073|989|9.9|pepsi|1°producto||1|
1097|aluplus 7.5mts|35|7501590612398|4|31.5|aluplus|1°producto||1|
1098|frijol negro abeto 900gr|25|7501668800177|2|22.5|abeto|1°producto||1|
1099|frijol flor de mayo abeto 900gr|23|7501668801501|1000|20.7|abeto|1°producto||1|
1100|duraznos  don agustin 480g|40|7501728028114|1|36||1°producto||1|
1101|multibran con pasas|22|7501761850932|19|0|quaque|1°producto||1|
1102|hot cakes 850gr|28|7501761869156|1000|25.2||1°producto||1|
1103|petalo 400 hojas|31|7501943412200|3|27.9||1°producto||1|
1104|petalo 300 hojas|27|7501943412217|1|24.3||1°producto||1|
1105|kotex naturals 10p|33|7501943424609|4|29.7||1°producto||1|
1106|cuchara sopera 25g|9|7502010794687|3|0|casa vargas|1°producto||1|
1107|fibra esponja 2pz|8|7502221420139|0|0|iber|1°producto||1|
1108|chicle orbit yerbabuena|2.5|7502226813844|80|0|orbit|1°producto||40|
